225|xx|AMM suspendue ; Procédure nationale
226|xx|AMM active ; Autorisation d'importation parallèle
227|xx|AMM archivée ; Procédure nationale
228|xx|AMM suspendue ; Procédure centralisée
229|xx|AMM abrogée ; Procédure décentralisée
230|xx|AMM suspendue ; Procédure de reconnaissance mutuelle
231|de|Kanadierin therapeutischen database
232|en|Canadian therapeutic database
233|fr|Base de données thérapeutiques Canadienne
234|de|USA therapeutischen database
235|en|USA therapeutic database
236|fr|Base de données thérapeutiques américaine
237|xx|
238|de|South African therapeutischen database
239|en|South African therapeutic database
240|fr|Base de données thérapeutiques Sud Africaine
241|de|ALIMENTÄRES SYSTEM UND STOFFWECHSEL
242|en|ALIMENTARY TRACT AND METABOLISM
243|fr|VOIES DIGESTIVES ET METABOLISME
244|de|STOMATOLOGIKA
245|en|STOMATOLOGICAL PREPARATIONS
246|fr|PREPARATIONS STOMATOLOGIQUES
247|de|MITTEL ZUR KARIESPROPHYLAXE
248|en|CARIES PROPHYLACTIC AGENTS
249|fr|MEDICAMENTS PROPHYLACTIQUES ANTICARIES
250|de|NATRIUMFLUORID
251|en|SODIUM FLUORIDE
252|fr|FLUORURE DE SODIUM
253|de|NATRIUMMONOFLUORPHOSPHAT
254|en|SODIUM MONOFLUOROPHOSPHATE
255|fr|MONOFLUOROPHOSPHATE DE SODIUM
256|de|OLAFLUR
257|en|OLAFLUR
258|fr|OLAFLUR
259|de|ZINN(II)-FLUORID
260|en|STANNOUS FLUORIDE
261|fr|FLUORURE D'ETAIN
262|de|KOMBINATIONEN
263|en|COMBINATIONS
264|fr|ASSOCIATIONS
265|de|NATRIUMFLUORID, KOMBINATIONEN
266|en|SODIUM FLUORIDE, COMBINATIONS
267|fr|FLUORURE DE SODIUM, ASSOCIATIONS
268|de|ANTIINFEKTIVA UND ANTISEPTIKA ZUR ORALEN LOKALBEHANDLUNG
269|en|ANTIINFECTIVES AND ANTISEPTICS FOR LOCAL ORAL TREATMENT
270|fr|MEDICAMENTS ANTIINFECTIEUX POUR TRAITEMENT ORAL LOCAL
271|de|WASSERSTOFFPEROXID
272|en|HYDROGEN PEROXIDE
273|fr|PEROXYDE D'HYDROGENE
274|de|CHLORHEXIDIN
275|en|CHLORHEXIDINE
276|fr|CHLORHEXIDINE
277|de|AMPHOTERICIN B
278|en|AMPHOTERICIN
279|fr|AMPHOTERICINE B
280|de|POLYNOXYLIN
281|en|POLYNOXYLIN
282|fr|POLYNOXYLINE
283|de|DOMIPHEN
284|en|DOMIPHEN
285|fr|DOMIPHENE
286|de|OXYCHINOLIN
287|en|OXYQUINOLINE
288|fr|HYDROXY 8 QUINOLEINE
289|de|NEOMYCIN
290|en|NEOMYCIN
291|fr|NEOMYCINE
292|de|MICONAZOL
293|en|MICONAZOLE
294|fr|MICONAZOLE
295|de|NATAMYCIN
296|en|NATAMYCIN
297|fr|NATAMYCINE
298|de|VERSCHIEDENE
299|en|VARIOUS
300|fr|DIVERS
301|de|HEXETIDIN
302|en|HEXETIDINE
303|fr|HEXETIDINE
304|de|TETRACYCLIN
305|en|TETRACYCLINE
306|fr|TETRACYCLINE
307|de|BENZOXONIUMCHLORID
308|en|BENZOXONIUM CHLORIDE
309|fr|CHLORURE DE BENZOXONIUM
310|de|TIBEZONIUMIODID
311|en|TIBEZONIUM IODIDE
312|fr|TIBEZONIUM IODURE
313|de|MEPARTRICIN
314|en|MEPARTRICIN
315|fr|MEPARTRICINE
316|de|METRONIDAZOL
317|en|METRONIDAZOLE
318|fr|METRONIDAZOLE
319|de|CLOTRIMAZOL
320|en|CLOTRIMAZOLE
321|fr|CLOTRIMAZOLE
322|de|NATRIUMPERBORAT
323|en|SODIUM PERBORATE
324|fr|SODIUM PERBORATE
325|de|CHLORTETRACYCLIN
326|en|CHLORTETRACYCLINE
327|fr|CHLORTETRACYCLINE
328|de|DOXYCYCLIN
329|en|DOXYCYCLINE
330|fr|DOXYCYCLINE
331|de|MINOCYCLIN
332|en|MINOCYCLINE
333|fr|MINOCYCLINE
334|de|CORTICOSTEROIDE ZUR ORALEN LOKALBEHANDLUNG
335|en|CORTICOSTEROIDS FOR LOCAL ORAL TREATMENT
336|fr|CORTICOIDES POUR TRAITEMENT ORAL LOCAL
337|de|TRIAMCINOLON
338|en|TRIAMCINOLONE
339|fr|TRIAMCINOLONE
340|de|DEXAMETHASON
341|en|DEXAMETHASONE
342|fr|DEXAMETHASONE
343|de|HYDROCORTISON
344|en|HYDROCORTISONE
345|fr|HYDROCORTISONE
346|de|PREDNISOLON, KOMBINATIONEN
347|en|PREDNISOLONE, COMBINATIONS
348|fr|PREDNISOLONE EN ASSOCIATION
349|de|ANDERE MITTEL ZUR ORALEN LOKALBEHANDLUNG
350|en|OTHER AGENTS FOR LOCAL ORAL TREATMENT
351|fr|AUTRES MEDICAMENTS POUR TRAITEMENT ORAL LOCAL
352|de|EPINEPHRIN
353|en|EPINEPHRINE
354|fr|EPINEPHRINE
355|de|BENZYDAMIN
356|en|BENZYDAMINE
357|fr|BENZYDAMINE
358|de|ACETYLSALICYLSÄURE
359|en|ACETYLSALICYLIC ACID
360|fr|ACIDE ACETYLSALICYLIQUE
361|de|ADRENALON
362|en|ADRENALONE
363|fr|ADRENALONE
364|de|AMLEXANOX
365|en|AMLEXANOX
366|fr|AMLEXANOX
367|de|BECAPLERMIN
368|en|BECAPLERMIN
369|fr|BECAPLERMIN
370|de|MITTEL BEI SÄURE BEDINGTEN ERKRANKUNGEN
371|en|DRUGS FOR ACID RELATED DESORDERS
372|fr|MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE
373|de|ANTACIDA
374|en|ANTACIDS
375|fr|ANTIACIDES
376|de|MAGNESIUM-HALTIGE VERBINDUNGEN
377|en|MAGNESIUM COMPOUNDS
378|fr|ANTIACIDES A BASE DE MAGNESIUM
379|de|MAGNESIUMCARBONAT
380|en|MAGNESIUM CARBONATE
381|fr|MAGNESIUM CARBONATE
382|de|MAGNESIUMOXID
383|en|MAGNESIUM OXIDE
384|fr|MAGNESIUM OXYDE
385|de|MAGNESIUMPEROXID
386|en|MAGNESIUM PEROXIDE
387|fr|MAGNESIUM PEROXYDE
388|de|MAGNESIUMHYDROXID
389|en|MAGNESIUM HYDROXIDE
390|fr|MAGNESIUM HYDROXYDE
391|de|MAGNESIUMSILIKAT
392|en|MAGNESIUM SILICATE
393|fr|MAGNESIUM SILICATE
394|de|ALUMINIUM-HALTIGE VERBINDUNGEN
395|en|ALUMINIUM COMPOUNDS
396|fr|ANTIACIDES A BASE D'ALUMINIUM
397|de|ALUMINIUMHYDROXID
398|en|ALUMINIUM HYDROXIDE
399|fr|ALUMINIUM HYDROXYDE
400|de|ALGELDRAT
401|en|ALGELDRATE
402|fr|ALGELDRATE
403|de|ALUMINIUMPHOSPHAT
404|en|ALUMINIUM PHOSPHATE
405|fr|ALUMINIUM PHOSPHATE
406|de|DIHYDROXYALUMINIUMNATRIUMCARBONAT (CARBALDRAT)
407|en|DIHYDROXIALUMINI SODIUM CARBONATE
408|fr|DIHYDROXYALUMINIUM SODIUM CARBONATE
409|de|ALUMINIUMACETOACETAT
410|en|ALUMINIUM ACETOACETATE
411|fr|ALUMINIUM ACETOACETATE
412|de|ALOGLUTAMOL
413|en|ALOGLUTAMOL
414|fr|ALOGLUTAMOL
415|de|ALUMINIUMGLYCINAT
416|en|ALUMINIUM GLYCINATE
417|fr|ALUMINIUM GLYCINATE
418|de|CALCIUM-HALTIGE VERBINDUNGEN
419|en|CALCIUM COMPOUNDS
420|fr|ANTIACIDES A BASE DE CALCIUM
421|de|CALCIUMCARBONAT
422|en|CALCIUM CARBONATE
423|fr|CALCIUM CARBONATE
424|de|CALCIUMSILIKAT
425|en|CALCIUM SILICATE
426|fr|CALCIUM SILICATE
427|de|KOMBINATIONEN UND KOMPLEXE VON ALUMINIUM-, CALCIUM- UND MAGNESIUM-HALTIGEN VERBINDUNGEN
428|en|COMBINATIONS AND COMPLEXES OF ALUMINIUM, CALCIUM AND MAGNESIUM COMPOUNDS
429|fr|ASSOCIATIONS ET COMPLEXES A BASE D'ALUMINIUM, DE CALCIUM ET DE MAGNESIUM
430|de|EINFACHE SALZKOMBINATIONEN
431|en|ORDINARY SALT COMBINATIONS
432|fr|ASSOCIATIONS DE SELS
433|de|MAGALDRAT
434|en|MAGALDRATE
435|fr|MAGALDRATE
436|de|ALMAGAT
437|en|ALMAGATE
438|fr|ALMAGATE
439|de|HYDROTALCIT
440|en|HYDROTALCITE
441|fr|HYDROTALCITE
442|de|ALMASILAT
443|en|ALMASILATE
444|fr|ALMASILATE
445|de|ANTACIDA MIT KARMINATIVA
446|en|ANTACIDS WITH ANTIFLATULENTS
447|fr|ANTIACIDES AVEC ANTIFLATULENTS
448|de|MAGALDRAT UND KARMINATIVA
449|en|MAGALDRATE AND ANTIFLATULENTS
450|fr|MAGALDRATE ET ANTIFLATULENTS
451|de|EINFACHE SALZKOMBINATIONEN UND KARMINATIVA
452|en|ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS
453|fr|ASSOCIATION DE SELS ET ANTIFLATULENTS
454|de|ANTACIDA MIT SPASMOLYTIKA
455|en|ANTACIDS WITH ANTISPASMODICS
456|fr|ANTIACIDES AVEC ANTISPASMODIQUES
457|de|ANTACIDA MIT NATRIUMBICARBONAT
458|en|ANTACIDS WITH SODIUM BICARBONATE
459|fr|ANTIACIDES AVEC BICARBONATE DE SODIUM
460|de|ANTACIDA, ANDERE KOMBINATIONEN
461|en|ANTACIDS, OTHER COMBINATIONS
462|fr|ANTIACIDES : AUTRES ASSOCIATIONS
463|de|MITTEL BEI PEPTISCHEM ULKUS UND GASTROESOPHAGEALER REFLUXKRANKHEIT
464|en|DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE
465|fr|MEDICAMENTS POUR L'ULCERE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)
466|de|HISTAMIN-H2-REZEPTORANTAGONISTEN
467|en|H2-RECEPTOR ANTAGONISTS
468|fr|ANTAGONISTES DES RECEPTEURS H2
469|de|CIMETIDIN
470|en|CIMETIDINE
471|fr|CIMETIDINE
472|de|RANITIDIN
473|en|RANITIDINE
474|fr|RANITIDINE
475|de|FAMOTIDIN
476|en|FAMOTIDINE
477|fr|FAMOTIDINE
478|de|NIZATIDIN
479|en|NIZATIDINE
480|fr|NIZATIDINE
481|de|NIPEROTIDIN
482|en|NIPEROTIDINE
483|fr|NIPEROTIDINE
484|de|ROXATIDIN
485|en|ROXATIDINE
486|fr|ROXATIDINE
487|de|RANITIDINBISMUTCITRAT
488|en|RANITIDINE BISMUTH CITRATE
489|fr|RANITIDINE BISMUTH CITRATE
490|de|LAFUTIDIN
491|en|LAFUTIDINE
492|fr|LAFUTIDINE
493|de|CIMETIDIN, KOMBINATIONEN
494|en|CIMETIDINE, COMBINATIONS
495|fr|CIMETIDINE EN ASSOCIATION
496|de|FAMOTIDIN, KOMBINATIONEN
497|en|FAMOTIDINE, COMBINATIONS
498|fr|FAMOTIDINE EN ASSOCIATION
499|de|PROSTAGLANDINE
500|en|PROSTAGLANDINS
501|fr|PROSTAGLANDINES
502|de|MISOPROSTOL
503|en|MISOPROSTOL
504|fr|MISOPROSTOL
505|de|ENPROSTIL
506|en|ENPROSTIL
507|fr|ENPROSTIL
508|de|PROTONENPUMPENHEMMER
509|en|PROTON PUMP INHIBITORS
510|fr|INHIBITEURS DE LA POMPE A PROTONS
511|de|OMEPRAZOL
512|en|OMEPRAZOLE
513|fr|OMEPRAZOLE
514|de|PANTOPRAZOL
515|en|PANTOPRAZOLE
516|fr|PANTOPRAZOLE
517|de|LANSOPRAZOL
518|en|LANSOPRAZOLE
519|fr|LANSOPRAZOLE
520|de|RABEPRAZOL
521|en|RABEPRAZOLE
522|fr|RABEPRAZOLE
523|de|ESOMEPRAZOL
524|en|ESOMEPRAZOLE
525|fr|ESOMEPRAZOLE
526|de|KOMBINATIONEN ZUR ERADIKATION VON HELICOBACTER PYLORI
527|en|COMBINATIONS FOR ERADICATION OF HELICOBACTER PYLORI
528|fr|ASSOCIATIONS POUR L'ERADICATION D'HELICOBACTER PYLORI
529|de|OMEPRAZOL, AMOXICILLIN UND METRONIDAZOL
530|en|OMEPRAZOLE, AMOXICILLIN AND METRONIDAZOLE
531|fr|OMEPRAZOLE, AMOXICILLINE ET METRONIDAZOLE
532|de|LANSOPRAZOL, TETRACYCLIN UND METRONIDAZOL
533|en|LANSOPRAZOLE, TETRACYCLINE AND METRONIDAZOLE
534|fr|LANSOPRAZOLE, TETRACYCLINE ET METRONIDAZOLE
535|de|LANSOPRAZOL, AMOXICILLIN UND METRONIDAZOL
536|en|LANSOPRAZOLE, AMOXICILLIN AND METRONIDAZOLE
537|fr|LANSOPRAZOLE, AMOXICILLINE ET METRONIDAZOLE
538|de|PANTOPRAZOL, AMOXICILLIN UND CLARITHROMYCIN
539|en|PANTOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN
540|fr|PANTOPRAZOLE, AMOXICILLINE ET CLARITHROMYCINE
541|de|OMEPRAZOL, AMOXICILLIN UND CLARITHROMYCIN
542|en|OMEPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN
543|fr|OMEPRAZOLE, AMOXICILLINE ET CLARITHROMYCINE
544|de|ESOMEPRAZOL, AMOXICILLIN UND CLARITHROMYCIN
545|en|ESOMEPRAZOLE, AMOXICILLINE ET CLARITHROMYCINE
546|fr|ESOMEPRAZOLE, AMOXICILLINE ET CLARITHROMYCINE
547|de|LANSOPRAZOL, AMOXICILLIN UND CLARITHROMYCIN
548|en|LANSOPRAZOLE, AMOXICILLIN AND CLARITHROMYCIN
549|fr|LANSOPRAZOLE, AMOXICILLINE ET CLARITHROMYCINE
550|de|ANDERE MITTEL BEI PEPTISCHEM ULKUS UND GASTROESOPHAGEALER REFLUXKRANKHEIT
551|en|OTHER DRUGS FOR PEPTIC ULCER AND GASTROESOPHAGEAL REFLUX DISEASE
552|fr|AUTRES MEDICAMENTS POUR L'ULCERE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)
553|de|CARBENOXOLON
554|en|CARBENOXOLONE
555|fr|CARBENOXOLONE
556|de|SUCRALFAT
557|en|SUCRALFATE
558|fr|SUCRALFATE
559|de|PIRENZEPIN
560|en|PIRENZEPINE
561|fr|PIRENZEPINE
562|de|METHIOSULFONIUMCHLORID
563|en|METHIOSULFONIUM CHLORIDE
564|fr|METHIOSULFONIUM CHLORURE
565|de|BISMUTSUBCITRAT
566|en|BISMUTH SUBCITRATE
567|fr|BISMUTH SUBCITRATE
568|de|PROGLUMID
569|en|PROGLUMIDE
570|fr|PROGLUMIDE
571|de|GEFARNAT
572|en|GEFARNATE
573|fr|GEFARNATE
574|de|SULGLICOTID
575|en|SULGLICOTIDE
576|fr|SULGLICOTIDE
577|de|ACETOXOLON
578|en|ACETOXOLONE
579|fr|ACETOXOLONE
580|de|ZOLIMIDIN
581|en|ZOLIMIDINE
582|fr|ZOLIMIDINE
583|de|TROXIPID
584|en|TROXIPIDE
585|fr|TROXIPIDE
586|de|BISMUTSUBNITRAT
587|en|BISMUTH SUBNITRATE
588|fr|BISMUTH SOUS NITRATE
589|de|ALGINSÄURE
590|en|ALGINIC ACID
591|fr|ACIDE ALGINIQUE
592|de|CARBENOXOLON, KOMBINATIONEN EXKL. PSYCHOLEPTIKA
593|en|CARBENOXOLONE, COMBINATIONS EXCL. PSYCHOLEPTICS
594|fr|CARBENOXOLONE EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
595|de|CARBENOXOLON, KOMBINATIONEN MIT PSYCHOLEPTIKA
596|en|CARBENOXOLONE, COMBINATIONS WITH PSYCHOLEPTICS
597|fr|CARBENOXOLONE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
598|de|GEFARNAT, KOMBINATIONEN MIT PSYCHOLEPTIKA
599|en|GEFARNATE, COMBINATIONS WITH PSYCHOLEPTICS
600|fr|GEFARNATE EN ASSOCIATION AVEC DES PSYCHOLEPTIQUES
601|de|ANDERE MITTEL BEI SÄURE BEDINGTEN ERKRANKUNGEN
602|en|OTHER ANTACIDS, DRUGS FOR TREATMENT OF PEPTIC ULCER AND FLATULENCE
603|fr|AUTRES ANTIACIDES, MEDICAMENTS DE L'ULCERE PEPTIQUE ET DES FLATULENCES
604|de|MITTEL BEI FUNKTIONELLEN GASTROINTESTINALEN STÖRUNGEN
605|en|DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS
606|fr|MEDICAMENTS CONTRE LES DESORDRES FONCTIONNELS GASTRO-INTESTINAUX
607|de|MITTEL BEI FUNKTIONELLEN STÖRUNGEN DES DARMS
608|en|DRUGS FOR FUNCTIONAL BOWEL DISORDERS
609|fr|MEDICAMENTS CONTRE LES DESORDRES FONCTIONNELS INTESTINAUX
610|de|SYNTHETISCHE ANTICHOLINERGIKA, ESTER MIT TERTIÄREN AMINOGRUPPEN
611|en|SYNTHETIC ANTICHOLINERGICS, ESTERS WITH TERTIARY AMINO GROUP
612|fr|ANTICHOLINERGIQUES DE SYNTHESE : ESTERS AVEC GROUPEMENT AMINE TERTIAIRE
613|de|OXYPHENCYCLIMIN
614|en|OXYPHENCYCLIMINE
615|fr|OXYPHENCYCLIMINE
616|de|CAMYLOFIN
617|en|CAMYLOFIN
618|fr|CAMYLOFINE
619|de|MEBEVERIN
620|en|MEBEVERINE
621|fr|MEBEVERINE
622|de|TRIMEBUTIN
623|en|TRIMEBUTINE
624|fr|TRIMEBUTINE
625|de|ROCIVERIN
626|en|ROCIVERINE
627|fr|ROCIVERINE
628|de|DICYCLOVERIN
629|en|DICYCLOVERINE
630|fr|DICYCLOVERINE
631|de|DIHEXYVERIN
632|en|DIHEXYVERINE
633|fr|DIHEXYVERINE
634|de|DIFEMERIN
635|en|DIFEMERINE
636|fr|DIFEMERINE
637|de|PIPERIDOLAT
638|en|PIPERIDOLATE
639|fr|PIPERIDOLATE
640|de|SYNTHETISCHE ANTICHOLINERGIKA, QUARTÄRE AMMONIUM-VERBINDUNGEN
641|en|SYNTHETIC ANTICHOLINERGICS, QUATERNARY AMMONIUM COMPOUNDS
642|fr|ANTICHOLINERGIQUES DE SYNTHESE : AMMONIUMS QUATERNAIRES
643|de|BENZILON
644|en|BENZILONE
645|fr|BENZILONE
646|de|GLYCOPYRRONIUM
647|en|GLYCOPYRRONIUM
648|fr|GLYCOPYRRONIUM
649|de|OXYPHENONIUM
650|en|OXYPHENONIUM
651|fr|OXYPHENONIUM
652|de|PENTHIENAT
653|en|PENTHIENATE
654|fr|PENTHIENATE
655|de|PROPANTHELIN
656|en|PROPANTHELINE
657|fr|PROPANTHELINE
658|de|OTILONIUMBROMID
659|en|OTILONIUM BROMIDE
660|fr|OTILONIUM BROMURE
661|de|METHANTHELINIUM
662|en|METHANTHELINE
663|fr|METHANTHELINE
664|de|TRIDIHEXETHYL
665|en|TRIDIHEXETHYL
666|fr|TRIDIHEXETHYL
667|de|ISOPROPAMID
668|en|ISOPROPAMIDE
669|fr|ISOPROPAMIDE
670|de|HEXOCYCLIUM
671|en|HEXOCYCLIUM
672|fr|HEXOCYCLIUM
673|de|POLDIN
674|en|POLDINE
675|fr|POLDINE
676|de|MEPENZOLAT
677|en|MEPENZOLATE
678|fr|MEPENZOLATE
679|de|BEVONIUM
680|en|BEVONIUM
681|fr|BEVONIUM
682|de|PIPENZOLAT
683|en|PIPENZOLATE
684|fr|PIPENZOLATE
685|de|DIPHEMANIL
686|en|DIPHEMANIL
687|fr|DIPHEMANIL
688|de|(2-BENZHYDRYLOXYETHYL)DIETHYLMETHYLAMMONIUMIODID
689|en|(2-BENZHYDRYLOXYETHYL)DIETHYL-METHYLAMMONIUM IODIDE
690|fr|(2-BENZHYDRYLOXYETHYL) DIETHYLMETHYLAMMONIUM IODURE
691|de|TIEMONIUMIODID
692|en|TIEMONIUM IODIDE
693|fr|TIEMONIUM IODURE
694|de|PRIFINIUMBROMID
695|en|PRIFINIUM BROMIDE
696|fr|PRIFINIUM BROMURE
697|de|TIMEPIDIUMBROMID
698|en|TIMEPIDIUM BROMIDE
699|fr|TIMEPIDIUM BROMURE
700|de|FENPIVERINIUM
701|en|FENPIVERINIUM
702|fr|FENPIVERINIUM
703|de|OXYPHENONIUM, KOMBINATIONEN
704|en|OXYPHENONIUM, COMBINATIONS
705|fr|OXYPHENONIUM EN ASSOCIATION
706|de|SYNTHETISCHE SPASMOLYTIKA, AMIDE MIT TERTIÄREN AMINEN
707|en|SYNTHETIC ANTISPASMODICS, AMIDES WITH TERTIARY AMINES
708|fr|ANTISPASMODIQUES DE SYNTHESE : AMIDES AVEC GROUPEMENT AMINE TERTIAIRE
709|de|DIMETHYLAMINOPROPIONYLPHENOTHIAZIN
710|en|DIMETHYLAMINOPROPIONYLPHENOTHIAZINE
711|fr|DIMETHYLAMINOPROPIONYLPHENOTHIAZINE
712|de|NICOFETAMID
713|en|NICOFETAMIDE
714|fr|NICOFETAMIDE
715|de|TIROPRAMID
716|en|TIROPRAMIDE
717|fr|TIROPRAMIDE
718|de|PAPAVERIN UND DERIVATE
719|en|PAPAVERINE AND DERIVATIVES
720|fr|PAPAVERINE ET DERIVES
721|de|PAPAVERIN
722|en|PAPAVERINE
723|fr|PAPAVERINE
724|de|DROTAVERIN
725|en|DROTAVERINE
726|fr|DROTAVERINE
727|de|MOXAVERIN
728|en|MOXAVERINE
729|fr|MOXAVERINE
730|de|PAPAVERIN, KOMBINATIONEN
731|en|PAPAVERINE, COMBINATIONS
732|fr|PAPAVERINE EN ASSOCIATION
733|de|AUF SEROTONIN-REZEPTOREN WIRKENDE MITTEL
734|en|DRUGS ACTING ON SEROTONIN RECEPTORS
735|fr|MEDICAMENTS AGISSANT SUR LES RECEPTEURS SEROTONINERGIQUES
736|de|ALOSETRON
737|en|ALOSETRON
738|fr|ALOSETRON
739|de|TEGASEROD
740|en|TEGASEROD
741|fr|TEGASEROD
742|de|ANDERE MITTEL BEI FUNKTIONELLEN STÖRUNGEN DES DARMS
743|en|OTHER DRUGS FOR FUNCTIONAL BOWEL DISORDERS
744|fr|AUTRES MEDICAMENTS CONTRE LES DESORDRES FONCTIONNELS INTESTINAUX
745|de|FENPIPRAN
746|en|FENPIPRANE
747|fr|FENPIPRANE
748|de|DIISOPROMIN
749|en|DIISOPROMINE
750|fr|DIISOPROMINE
751|de|CHLORBENZOXAMIN
752|en|CHLORBENZOXAMINE
753|fr|CHLORBENZOXAMINE
754|de|PINAVERIUM
755|en|PINAVERIUM
756|fr|PINAVERIUM
757|de|FENOVERIN
758|en|FENOVERINE
759|fr|FENOVERINE
760|de|IDANPRAMIN
761|en|IDANPRAMINE
762|fr|IDANPRAMINE
763|de|PROXAZOL
764|en|PROXAZOLE
765|fr|PROXAZOLE
766|de|ALVERIN
767|en|ALVERINE
