90|137|400,00 mg||un comprimé||FT|1
90|2321|443,40 mg||un comprimé||SA|1
91|137|200,000 mg||un comprimé||FT|1
91|138|||||SA|1
92|137|400 mg||un comprimé||FT|1
92|138|||||SA|1
93|137|200 mg||un comprimé||FT|1
93|138|||||SA|1
94|137|400 mg||un comprimé||FT|1
94|138|||||SA|1
95|2160|100 mg||un comprimé||SA|1
96|2160|100 mg||un comprimé||SA|1
97|2160|100 mg||un comprimé||SA|1
98|2160|100 mg||un comprimé||SA|1
99|2160|100 mg||un comprimé||SA|1
100|2160|100 mg||un comprimé||SA|1
101|695|100 mg||un comprimé||SA|1
102|695|50 mg||un comprimé||SA|1
103|695|100 mg||un comprimé||SA|1
104|695|50 mg||un comprimé||SA|1
105|695|50,00 mg||un comprimé||SA|1
106|695|100,00 mg||un comprimé||SA|1
107|695|50,00 mg||un comprimé||SA|1
108|695|100 mg||un comprimé||SA|1
109|695|50 mg||un comprimé||SA|1
110|695|100 mg||un comprimé||SA|1
111|695|50 mg||un comprimé||SA|1
112|221|50 mg||une gélule||SA|1
113|221|100 mg||une gélule||SA|1
114|221|150 mg||une gélule||SA|1
115|221|200 mg||une gélule||SA|1
116|964|10 mg||un comprimé||SA|1
117|566|200 mg||un sachet de 3 g||SA|1
118|566|200 mg||un sachet de 3 g||SA|1
119|566|200 mg||un comprimé||SA|1
120|566|200 mg||un comprimé||SA|1
121|566|200 mg||un sachet de 3 g||SA|1
122|566|200 mg||un sachet de 1 g||SA|1
123|566|200 mg||un sachet-dose||SA|1
124|566|200 mg||un sachet-dose||SA|1
125|566|100 mg||un sachet de 3 g||SA|1
126|566|200 mg||un comprimé||SA|1
127|566|200 mg||un sachet de 3 g||SA|1
128|566|200 mg||une cuillère-mesure de 8 ml de solution reconstituée||SA|1
129|566|200 mg||un comprimé||SA|1
130|566|200 mg||un comprimé||SA|1
131|566|200 mg||un comprimé||SA|1
132|566|200 mg||un sachet-dose de 3 g||SA|1
133|566|200 mg||un sachet-dose de 3 g||SA|1
134|566|100 mg||un comprimé||SA|1
135|566|100 mg||un sachet de 3 g||SA|1
136|566|200 mg||un comprimé||SA|1
137|566|200 mg||un sachet-dose de 1g||SA|1
138|566|200 mg||un sachet de 3 g||SA|1
139|566|200 mg||un sachet de 2 g||SA|1
140|1327|100 mg||un sachet-dose||FT|1
140|362|180 mg||un sachet-dose||SA|1
141|193|1000 mg||un sachet-dose de 2046 mg||FT|1
141|362|1800 mg||un sachet-dose de 2046 mg||SA|1
142|193|250 mg||un sachet-dose de 511,50 mg||FT|1
142|362|450 mg||un sachet-dose de 511,50 mg||SA|1
143|193|500 mg||un sachet-dose de 1023 mg||FT|1
143|362|900 mg||un sachet-dose de 1023 mg||SA|1
144|321|200 mg||un comprimé||SA|1
145|321|800,00 mg||un comprimé||SA|1
146|321|250 mg||un flacon||SA|1
147|321|500 mg||un flacon de 20 ml||SA|29
148|321|5 g||100 g de crème||SA|1
149|321|200,00 mg||un comprimé||SA|1
150|321|200 mg||un comprimé||SA|1
151|321|200 mg||un comprimé||SA|1
152|321|800 mg||un comprimé||SA|1
153|321|200 mg||un comprimé||SA|1
154|321|800 mg||un comprimé||SA|1
155|321|200 mg||un comprimé||SA|1
156|321|250 mg||un flacon||SA|1
157|321|5 g||100 g de crème||SA|1
158|321|500 mg||un flacon||SA|1
159|321|800 mg||un comprimé||SA|1
160|321|5 g||100 g de crème||SA|1
161|321|200 mg||un comprimé||SA|1
162|321|800,00 mg||un comprimé||SA|1
163|321|800,00 mg||un comprimé||SA|1
164|321|200 mg||un comprimé||SA|1
165|321|5 g||100 g de crème||SA|1
166|321|800 mg||un comprimé||SA|1
167|321|50 mg||1 g de crème||SA|1
168|321|200 mg||un comprimé||SA|1
169|321|5 g||100 g de crème||SA|1
170|321|5 g||100 g de crème||SA|1
171|321|800,00 mg||un comprimé||SA|1
172|321|250 mg||un flacon||SA|1
173|321|500 mg||un flacon de 20 ml||SA|1
174|321|200 mg||un comprimé||SA|1
175|321|5 g||100 g de crème||SA|1
176|321|800 mg||un comprimé||SA|1
177|321|5 g||100 g de crème||SA|1
178|321|200 mg||un comprimé||SA|1
179|321|250 mg||un flacon de poudre||SA|1
180|321|5 g||100 g de crème||SA|1
181|321|5 g||100 g de crème||SA|1
182|321|5 g||100 g||SA|1
183|321|5,00 g||100 g de crème||SA|1
184|321|250,00  mg||un flacon||SA|1
185|321|500,00 mg||un flacon||SA|1
186|321|250 mg||un flacon||SA|1
187|321|500 mg||un flacon||SA|1
188|321|5 g||100 g de crème||SA|1
189|321|3 g||100 g de pommade ophtalmique||SA|1
190|321|200 mg||un comprimé||SA|1
191|321|25 mg||1 ml de solution||SA|1
192|321|250 mg||un flacon||SA|1
193|321|5 g||100 g de crème||SA|1
194|321|500 mg||un flacon||SA|1
195|321|800 mg||un comprimé||SA|1
196|321|50,00 mg||1 g de crème||SA|1
197|321|200,00 mg||un comprimé||SA|1
198|321|200 mg||un comprimé||SA|1
199|321|5 g||100 g de crème||SA|1
200|321|800 mg||un comprimé||SA|1
201|321|200 mg||un comprimé||SA|1
202|321|250 mg||un flacon||SA|1
203|321|5 g||100 g de crème||SA|1
204|321|500 mg||un flacon||SA|1
205|321|800 mg||un comprimé||SA|1
206|321|200,00 mg||un comprimé||SA|1
207|321|800,00 mg||un comprimé||SA|1
208|321|200 mg||un comprimé||SA|1
209|321|5 g||100 g de crème||SA|1
210|321|800 mg||un comprimé||SA|1
211|321|5 g||100 g de crème||SA|1
212|321|200 mg||un comprimé||SA|1
213|321|3 g||100 g de pommade ophtalmique||SA|1
214|321|5 g||100 g de crème||SA|1
215|321|800 mg||un comprimé||SA|1
216|321|200 mg||un comprimé||SA|1
217|321|5 g||100 g de crème||SA|1
218|321|800 mg||un comprimé||SA|1
219|321|200 mg||un comprimé||SA|1
220|321|250 mg||un flacon||SA|1
221|321|5 g||100 g de crème||SA|1
222|321|500 mg||un flacon||SA|1
223|321|800 mg||un comprimé||SA|1
224|321|5 g||100 g de crème||SA|1
225|321|250 mg||un flacon||SA|1
226|321|250 mg||un flacon||SA|1
227|321|500,00 mg||un flacon||SA|1
228|321|800,00 mg||un comprimé||SA|1
229|321|200 mg||un comprimé||SA|1
230|321|250 mg||un flacon||SA|1
231|321|5 g||100 g de crème||SA|1
232|321|500 mg||un flacon||SA|1
233|321|800 mg||un comprimé||SA|1
234|321|5 g||100 g de crème||SA|1
235|321|50 mg||1 g de crème||SA|1
236|321|200 mg||un comprimé||SA|1
237|321|5 g||100 g de crème||SA|1
238|321|800,00 mg||un comprimé||SA|1
239|321|200 mg||un comprimé||SA|1
240|321|5 g||100 g de crème||SA|1
241|193|500 mg||un comprimé||SA|1
242|193|500 mg||un comprimé||SA|1
243|193|75 mg||une capsule||SA|1
244|222|70 mg||un comprimé||FT|1
244|223|91,36 mg||un comprimé||SA|1
245|222|10 mg||un comprimé||FT|1
245|223|13,05 mg||un comprimé||SA|1
246|222|70 mg||un comprimé||FT|1
246|223|91,36 mg||un comprimé||SA|1
247|222|70,000 mg||un comprimé||FT|1
247|223|91,350 mg||un comprimé||SA|1
248|222|10 mg||un comprimé||FT|1
248|223|13,05 mg||un comprimé||SA|1
249|222|70 mg||un comprimé||FT|1
249|223|91,36 mg||un comprimé||SA|1
250|222|70 mg||un comprimé||FT|1
250|4514|76,188 mg||un comprimé||SA|1
251|222|10 mg||un comprimé||FT|1
251|223|13,05 mg||un comprimé||SA|1
252|222|70 mg||un comprimé||FT|1
252|223|91,36 mg||un comprimé||SA|1
253|222|10 mg||un comprimé||FT|1
253|223|13,05 mg||un comprimé||SA|1
254|222|70 mg||un comprimé||FT|1
254|223|91,36 mg||un comprimé||SA|1
255|222|70 mg||un comprimé||FT|1
255|223|91,37 mg||un comprimé||SA|1
256|222|70 mg||un comprimé||FT|1
256|223|91,37 mg||un comprimé||SA|1
257|222|70 mg||un comprimé||FT|1
257|223|91,37 mg||un comprimé||SA|1
258|222|70,000 mg||un comprimé||FT|1
258|223|91,37 mg||un comprimé||SA|1
259|222|70 mg||un comprimé||FT|1
259|223|91,37 mg||un comprimé||SA|1
260|222|70 mg||un comprimé||FT|1
260|4514|76,188 mg||un comprimé||SA|1
261|222|10 mg||un comprimé||FT|1
261|223|13,05 mg||un comprimé||SA|1
262|222|70 mg||un comprimé||FT|1
262|223|91,36 mg||un comprimé||SA|1
263|222|70||un comprimé||FT|1
263|4514|76,188 mg||un comprimé||SA|1
264|2233|70 mg||un comprimé||FT|1
264|223|91,36 mg||un comprimé||SA|1
265|222|70 mg||un comprimé||FT|1
265|2430|81,2 mg||un comprimé||SA|1
266|222|70 mg||un comprimé||FT|1
266|223|91,37 mg||un comprimé||SA|1
267|222|10 mg||un comprimé||FT|1
267|223|13,05 mg||un comprimé||SA|1
268|222|70 mg||un comprimé||FT|1
268|223|91,37 mg||un comprimé||SA|1
269|222|70 mg||un comprimé||FT|1
269|223|91,37 mg||un comprimé||SA|1
270|4662|125 mg||un sachet de 5000 mg||SA|6
270|4663|125 mg||un sachet de 5000 mg||SA|5
270|561|1000 mg||un sachet de 5000 mg||SA|3
271|4096|150,00 mg||un comprimé||SA|1
272|102|25 mg||1 ml de solution||FT|1
272|3054|27,32 mg||1 ml de solution||SA|1
273|1249|0,4 mg||un comprimé||SA|1
274|1249|5 mg||un comprimé||SA|1
275|2077|2 g||100,0 g de crème||SA|1
276|2077|2 g||100,0 g de crème||SA|1
277|2077|2 g||100 g de crème||SA|1
278|2077|2 g||100 g de crème||SA|1
279|2077|2 g||100 g de crème||SA|1
280|2077|2 g||100 g de crème||SA|1
281|2077|2 g||100 g de crème||SA|1
282|2077|20 mg||1 g de crème||SA|1
283|1160|150 mg||un comprimé||FT|1
283|1161|||||SA|1
284|1160|150 mg||un comprimé||FT|1
284|1161|168,8 mg||un comprimé||SA|1
285|1160|50 mg||un comprimé||FT|1
285|1161|56,27 mg||un comprimé||SA|1
286|3029|0,2 g||1 ml de solution injectable||SA|1
287|2459|400 mg||un comprimé||FT|1
287|2460|460 mg||un comprimé||SA|1
288|4398|400 mg||un comprimé||FT|1
288|2460|470 mg||un comprimé||SA|1
289|4398|400 mg||un comprimé||FT|1
289|2460|470 mg||un comprimé||SA|1
290|420|0,5 mg||un récipient unidose||SA|1
291|3730|1 ml||un récipient unidose||SA|6
291|227|0,025 g||un récipient unidose||SA|5
291|531|0,025 g||un récipient unidose||SA|4
291|420|0,010 g||un récipient unidose||SA|3
291|973|0,100 g||un récipient unidose||SA|1
292|479|100,00 mg||un comprimé||SA|1
293|479|100 mg||un comprimé||SA|1
294|479|100,00 mg||un comprimé||SA|1
295|479|100 mg||un comprimé||SA|1
296|479|100,00 mg||un comprimé||SA|1
297|612|100,00 mg||un comprimé||SA|1
298|3645|200 mg||un comprimé||FT|1
298|3646|240 mg||un comprimé||SA|1
299|2545|250,00 mg||un comprimé||SA|9
299|4489|200,00 mg||un comprimé||SA|8
299|4490|1,25 mg||un comprimé||FT|2
299|4491|2,50 mg||un comprimé||SA|2
300|2461|5 mg||100 ml||FT|1
300|2462|5,33 mg||100 ml||SA|1
301|837|0,050 g||100 g||SA|1
302|837|0,05 g||100 g||SA|1
303|2097|100 UI||1 ml de solution reconstituée||SA|4
304|445|100 mg||une gélule||FT|1
304|446|107,98 mg||une gélule||SA|1
305|445|50 mg||une gélule||FT|1
305|446|53,99 mg||une gélule||SA|1
306|4668|50 mg||un comprimé||SA|1
307|4668|150 mg||100 ml||SA|1
308|3957|20 mg||un comprimé||SA|1
309|982|200 microgrammes||une dose mesurée||SA|1
310|4593|5000 UI||un lyophilisat||SA|1
311|3525|10 microgrammes||un flacon||SA|1
312|1519|10,0 microgrammes||une dose vaccinante en flacon de 10 doses||SA|1
313|3661|1 g||un sachet de 1,9 g||SA|1
314|3661|3,000 g||un sachet de 3,205 g||SA|1
315|4176|100 mg||un comprimé||SA|1
316|3458|9,000 mg quantité exprimée en 27 déoxyactéine||une gélule||SA|1
317|1426|3,195 g||100 ml de sirop||SA|3
317|4857|4,000 g||100 ml de sirop||SA|2
317|4858|1,000 g||100 ml de sirop||FT|1
317|4859|2,500 ml de solution à 23 %||100 ml de sirop||SA|1
318|2946|0,100 g||une ampoule||SA|11
318|19|0,025 g||une ampoule||FT|10
318|2947|0,416 g||une ampoule||SA|10
318|561|0,200 g||une ampoule||FT|5
318|785|0,225 g||une ampoule||SA|5
319|1532|160 mg titrant 0,5 % en protopine||une gélule||SA|5
319|1883|160 mg titrant au minimum 2% en acide chlorogénique||une gélule||SA|3
320|59|70 mg||un comprimé||SA|1
321|800|14 mg||un comprimé||SA|12
321|59|70 mg||un comprimé||SA|10
322|775|10,00 mg||un comprimé||SA|1
323|658|6 mg||0,3 ml de collyre||SA|1
324|93|4 mg||un sachet dose de 2 g||SA|5
324|62|500 mg||un sachet dose de 2 g||SA|4
324|561|100 mg||un sachet dose de 2 g||SA|3
325|636|5 g||100 ml||SA|1
326|776|120 mg||un comprimé||SA|2
326|42|5 mg||un comprimé||SA|1
327|2394|25 mg||un comprimé||SA|12
327|62|500 mg||un comprimé||SA|11
327|776|60 mg||un comprimé||SA|2
327|62|500 mg||un comprimé||SA|1
328|1487|2,5 mg||un comprimé||SA|3
328|776|60 mg||un comprimé||SA|2
328|62|500 mg||un comprimé||SA|1
329|1463|2,5 mg||un comprimé||SA|5
329|545|30 mg||un comprimé||SA|3
330|1463|0,025 g||100 ml||SA|9
330|545|0,200 g||100 ml||SA|6
331|1463|2,50 mg||un comprimé||SA|6
331|1794|50 mg||un comprimé||SA|4
331|62|300 mg||un comprimé||SA|3
332|1768|185,25 mg||une gélule||SA|6
332|1769|185,25 mg||une gélule||SA|3
333|3040|10 mg||un flacon||SA|1
334|3597|0,0146 g||une ampoule de 3 ml||SA|7
334|4495|0,0072 g||une ampoule de 3 ml||SA|6
334|3328|0,0457 g||une ampoule de 3 ml||SA|5
334|4496|0,0150 g||une ampoule de 3 ml||SA|4
334|109|0,1305 g||une ampoule de 3 ml||SA|3
334|48|0,2115 g||une ampoule de 3 ml||SA|2
334|2722|1,5600 g||une ampoule de 3 ml||SA|1
335|94|1200 microgrammes||un comprimé||FT|1
335|293|1885,2 microgrammes||un comprimé||SA|1
336|94|1600 microgrammes||un comprimé||FT|1
336|293|2513,6 microgrammes||un comprimé||SA|1
337|94|200 microgrammes||un comprimé||FT|1
337|293|314,2 microgrammes||un comprimé||SA|1
338|94|400 microgrammes||un comprimé||FT|1
338|293|628,4 microgrammes||un comprimé||SA|1
339|94|600 microgrammes||un comprimé||FT|1
339|293|942,6 microgrammes||un comprimé||SA|1
340|94|800 microgrammes||un comprimé||FT|1
340|293|1256,8 microgrammes||un comprimé||SA|1
341|123|250 mg soit 6,25 mg quantité exprimée en sennosides B||un sachet-dose de 1,5 g||SA|1
342|1576|0,7 g||1 sachet-dose de 2 g||SA|2
342|4046|0,5 g||1 sachet-dose de 2 g||SA|1
343|1625|1,70 g||un sachet-dose de 2,006 g||SA|3
343|1626|0,30 g||un sachet-dose de 2,006 g||SA|1
344|2230|0,500 g||un sachet-dose de 2,10 g||SA|3
344|3630|0,660 g||un sachet-dose de 2,10 g||SA|2
344|1305|0,840 g||un sachet-dose de 2,10 g||SA|1
345|2523|0,495 g||un sachet-dose de 1,509 g||SA|3
345|588|0,630 g||un sachet-dose de 1,509 g||SA|2
345|1995|0,375 g||un sachet-dose de 1,509 g||SA|1
346|1577|0,360 g||un sachet-dose de 1,68 g||SA|3
346|3523|0,560 g||un sachet-dose de 1,68 g||SA|2
346|1579|0,680 g||un sachet-dose de 1,68 g||SA|1
347|1097|1,20 g||un sachet-dose de 2,036 g||SA|3
347|1896|0,80 g||un sachet-dose de 2,036 g||SA|2
348|3358|12,7 mg||une mèche de 24 cm||SA|1
349|1043|10 mg||une gélule||SA|1
350|1043|20 mg||une gélule||SA|1
351|1043|30 mg||une gélule||SA|1
352|1043|5 mg||une gélule||SA|1
353|494|50 mg|| 10 ml||SA|4
353|3137|4 mg||une ampoule||SA|3
354|494|500 mg||100 ml||SA|2
354|4817|13 mg||100 ml||FT|1
354|4818|||||SA|1
355|2512|0,03 g||une ampoule de 5 ml||SA|9
355|2722|0,50 g||une ampoule de 5 ml||SA|3
355|981|0,03 g||une ampoule de 5 ml||SA|2
355|900|0,15 g||une ampoule de 5 ml||SA|1
356|2512|0,02000 g||une ampoule de 2 ml||SA|2
356|981|0,02000 g||une ampoule de 2 ml||SA|1
357|1642|1000 mg||un comprimé||SA|2
357|246|500 mg||un comprimé||SA|1
358|1642|1 g||une ampoule||SA|5
358|246|0,500 g||une ampoule||SA|4
359|219|0,5 mg||un comprimé||FT|2
359|220|||||SA|2
359|476|0,1 mg||un comprimé||SA|1
360|476|0,5 mg||un comprimé||SA|2
360|677|1 mg||un comprimé||FT|1
360|220|||||SA|1
361|321|5,00 g||100 g de crème||SA|1
362|92|0,1 g||100 ml||SA|1
363|636|5 g||100 ml||SA|1
364|1761|30,000 mg||une pastille||SA|1
365|2924|1 g||100 ml de sirop||SA|1
366|3073|24 mg||une pastille||SA|5
366|3074|12 mg||une pastille||SA|4
367|3073|24 mg||une pastille||SA|6
367|3074|12 mg||une pastille||SA|5
368|92|0,224 g||100 g||SA|1
369|1477|0,75 g||100 g||SA|8
369|1478|0,25 g||100 g||SA|6
369|1042|2,75 g||100 g||SA|5
369|438|5,00 g||100 g||SA|4
369|1179|5,00 g||100 g||SA|3
369|439|1,50 g||100 g||SA|2
369|1479|0,75 g||100 g||SA|1
370|1769|0,6 g||100 ml||SA|2
370|3073|1,2 g||100 ml||SA|1
371|328|17,33 mg||1 ml de solution||FT|1
371|329|20,00 mg||1 ml de solution||SA|1
372|3379|27,80 mg||un comprimé||FT|9
372|1016|30 mg||un comprimé||SA|9
373|312|35 mg équivalent à 32,5 mg d'acide résidronique||un comprimé||FT|1
373|1016|||||SA|1
374|3379|4,64 mg||un comprimé||FT|9
374|1016|5 mg||un comprimé||SA|9
375|1015|69,6 mg||un comprimé||FT|1
375|1016|75 mg||un comprimé||SA|1
376|46|880 UI||un sachet de granulés effervescents||SA|18
376|25|1000 mg||un comprimé||FT|17
376|48|2500 mg||un sachet de granulés effervescents||SA|17
376|312|35 mg équivalent à 32,5 mg d'acide résidronique||un comprimé||FT|1
376|1016|||||SA|1
377|46|400 UI||un comprimé||SA|18
377|25|500 mg||un comprimé||FT|17
377|26|1250 mg||un comprimé||SA|17
377|1015|32,5 mg||un comprimé||FT|1
377|1016|35 mg||un comprimé||SA|1
378|853|15 mg||un comprimé||FT|7
378|854|16,53 mg||un comprimé||SA|7
379|853|30 mg||un comprimé||FT|7
379|854|33,06 mg||un comprimé||SA|7
380|853|45 mg||un comprimé||FT|1
380|3999|||||SA|1
381|786|100 000 UI||un flacon||SA|1
382|786|600 000 UI||un flacon||SA|1
383|844|100 UI||1 ml||SA|1
384|844|100 UI||1 ml||SA|1
385|844|40 UI||1 ml||SA|1
386|844|100 UI||1 ml||SA|1
387|844|100 UI||1 ml||SA|1
388|844|100 UI||1 ml||SA|1
389|844|100 UI||1 ml||SA|1
390|844|100 UI||1 ml||SA|1
391|844|100 UI||1 ml||SA|1
392|844|100 UI||1 ml||SA|1
393|844|100 UI||1 ml||SA|1
394|449|0,040 g||un comprimé||SA|3
394|62|0,133 g||un comprimé||SA|2
394|193|0,267 g||un comprimé||SA|1
395|89|25 mg||un comprimé||SA|1
396|67|20 mg||un comprimé||FT|2
396|68|21,7 mg||un comprimé||SA|2
396|9|12,5 mg||un comprimé||SA|1
397|67|10 mg||un comprimé||FT|1
397|2096|10,83 mg||un comprimé||SA|1
398|67|20 mg||un comprimé||FT|1
398|2096|21,7 mg||un comprimé||SA|1
399|67|5 mg||un comprimé||FT|1
399|2096|5,416 mg||un comprimé||SA|1
400|4919|0,5 g||100 ml||SA|1
401|4376|30 mg||un comprimé||SA|1
402|4376|20 mg||2 ml||SA|1
403|1195|0,05 g||100 g||SA|1
404|1195|0,005 g||100 g||SA|1
405|1195|0,05 g||100 g||SA|1
406|3025|2,16 g||100 g de savon||SA|4
406|998|2,16 g||100 g de savon||SA|3
407|3025|0,90 g||100 g de solution pour application cutanée||SA|2
407|998|1,00 g||100 g de solution pour application cutanée||SA|1
408|1417|10 mg||une capsule||SA|1
409|1417|20 mg||un comprimé||SA|1
410|1809|10 mg||un comprimé||SA|1
411|1809|20 mg||un comprimé||SA|1
412|1800|0,1 g||100 g de crème||SA|1
413|1800|0,1 g||100 g de gel||SA|1
414|1800|0,1 g||100 g de crème||SA|1
415|1800|0,1 g||100 g de gel||SA|1
416|307|0,250 mg||un comprimé||FT|1
416|308|||||SA|1
417|307|0,5 mg||un comprimé||FT|1
417|308|||||SA|1
418|307|1 mg||un comprimé||FT|1
418|308|||||SA|1
419|307|2 mg||un comprimé||FT|1
419|308|||||SA|1
420|3663|20 mg||un comprimé||SA|1
421|3005|15 microgrammes d'hémagglutinine||une dose de 0,5 ml||SA|11
421|5106|15 microgrammes d'hémagglutinine||une dose de 0,5 ml||SA|10
421|5107|15 microgrammes d'hémagglutinine||une dose de 0,5 ml||SA|9
422|561|500,40 mg||un comprimé||SA|1
422|4096|160,00 mg||un comprimé||SA|17
423|2779|30,00 mg||un flacon||SA|1
424|532|120 mg||un comprimé||SA|1
425|532|80 mg||un comprimé||SA|1
426|4739|60 mg||un comprimé||SA|1
427|475|0,040 mg||un comprimé||SA|2
